observed_categories,observed_source_decisions,category_rule_pattern,review_tier,suggested_manual_decision,suggestion_basis,profile_count,markets,sample_titles,group_manual_decision,group_decision_evidence,reviewed_by,reviewed_on,review_block_id,category_group_id,review_block_basis,review_domain,profiles_with_dental_title_signal,profiles_with_nondental_title_signal,profiles_with_unknown_categories,profiles_with_nonprovider_category_signal,profiles_with_existing_website,profiles_with_phone,profiles_without_website_or_phone,allowed_group_review_actions,reviewed_member_count
Medical clinic,needs_category_review,manual_review,external_evidence_required,,category and title evidence do not support a safe batch suggestion,1,NYC_NY_L,Dr. Michael Yeung,,,,,eligibility_review_block:9c5051e5fa7e4f07,eligibility_group:504917ff371eb69d,singleton_profile,,0,0,0,0,0,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Medical clinic,needs_category_review,manual_review,focused_title_evidence,exclude_non_dentist_category,non-dental title signal with no configured final category rule,1,NYC_NY_L,James Weldon Johnson School-Based Health Center,,,,,eligibility_review_block:9cac0dd885fab5d1,eligibility_group:525c831a331b438e,singleton_profile,,0,1,0,0,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Business to business service,needs_category_review,unknown,external_evidence_required,,category and title evidence do not support a safe batch suggestion,1,LA_CA_L,"InterDent, Inc.",,,,,eligibility_review_block:9d5ca6e1f78928ea,eligibility_group:4e65f218b0c2f72b,singleton_profile,,0,0,1,0,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Medical clinic,needs_category_review,manual_review,external_evidence_required,,category and title evidence do not support a safe batch suggestion,2,NYC_NY_L,Community Healthcare Network – Williamsburg || Community Healthcare Network- Sutphin Boulevard,,,,,eligibility_review_block:9d918db41789d360,eligibility_group:504917ff371eb69d,shared_domain_within_category_group,www.chnnyc.org,0,0,0,0,2,2,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Denture care center,needs_category_review,unknown,external_evidence_required,,category and title evidence do not support a safe batch suggestion,1,LA_CA_L,Denture Repair and Implants,,,,,eligibility_review_block:9e9f3d1af8aaf08b,eligibility_group:fe4a0b2a99a6e2f0,singleton_profile,,0,0,1,0,0,0,1,individual_review|exclude_non_dentist_category|include_dental_provider,
Medical clinic,needs_category_review,manual_review,external_evidence_required,,category and title evidence do not support a safe batch suggestion,1,LA_CA_L,White Memorial Community Health Center - Plaza III,,,,,eligibility_review_block:9f9d425a519b3050,eligibility_group:504917ff371eb69d,singleton_profile,,0,0,0,0,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Medical clinic,needs_category_review,manual_review,external_evidence_required,,category and title evidence do not support a safe batch suggestion,1,NYC_NY_L,Damian Family Health Center,,,,,eligibility_review_block:9fcc6059181e7067,eligibility_group:504917ff371eb69d,singleton_profile,,0,0,0,0,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Medical clinic,needs_category_review,manual_review,external_evidence_required,,category and title evidence do not support a safe batch suggestion,1,LA_CA_L,Valley Community Healthcare,,,,,eligibility_review_block:a0f3be8b669e721f,eligibility_group:504917ff371eb69d,singleton_profile,,0,0,0,0,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Surgical center,needs_category_review,manual_review,focused_title_evidence,include_dental_provider,dental title signal with no configured include category,1,LA_CA_L,Southern California Oral & Maxillofacial Surgical Arts,,,,,eligibility_review_block:a1845a5617dd64d6,eligibility_group:cd7c905ec844ba9b,singleton_profile,,1,0,0,0,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Dental clinic|Doctor|Medical Center,automatic_include|needs_category_review,include|manual_review,focused_category_conflict,include_dental_provider,at least one observed category has a frozen include rule,1,Buffalo_NY_L,"Community Health Center of Buffalo, Inc.",,,,,eligibility_review_block:a18fa85e5945e163,eligibility_group:b6cac6a6ad4fd119,singleton_profile,,0,0,0,0,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Animal hospital,needs_category_review,unknown,focused_category_evidence,exclude_non_dentist_category,unconfigured category identifies an auxiliary or non-provider business,1,Eureka_CA_S,Broadway Animal Hospital,,,,,eligibility_review_block:a1ba8e8cf427530a,eligibility_group:d1bdc0276582982d,singleton_profile,,0,1,1,1,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Pathologist,needs_category_review,unknown,external_evidence_required,,category and title evidence do not support a safe batch suggestion,1,SanFrancisco_CA_L,"Richard Jordan, D.D.S.",,,,,eligibility_review_block:a1d0e6e5db16a891,eligibility_group:bfea3f9b8ddbece7,singleton_profile,,0,0,1,0,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Appliance store,needs_category_review,unknown,external_evidence_required,,category and title evidence do not support a safe batch suggestion,1,LA_CA_L,Appliance Therapy Group,,,,,eligibility_review_block:a279597c1f1bcfba,eligibility_group:b3f2ea68ed102628,singleton_profile,,0,0,1,0,0,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Denture care center,needs_category_review,unknown,focused_title_evidence,include_dental_provider,dental title signal with no configured include category,1,NYC_NY_L,All Dental Technology,,,,,eligibility_review_block:a45385ec6965d4ab,eligibility_group:e2e1c692637d4bf7,singleton_profile,,1,0,1,0,0,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Medical clinic,needs_category_review,manual_review,external_evidence_required,,category and title evidence do not support a safe batch suggestion,1,NYC_NY_L,CEC Health Care - Glen Cove,,,,,eligibility_review_block:a54d0e1d436c0292,eligibility_group:504917ff371eb69d,singleton_profile,,0,0,0,0,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Medical diagnostic imaging center,needs_category_review,unknown,external_evidence_required,,category and title evidence do not support a safe batch suggestion,1,NYC_NY_L,3D Imaging Inc,,,,,eligibility_review_block:a5567b94b567a125,eligibility_group:65504865b22162bd,singleton_profile,,0,0,1,0,0,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Surgeon,needs_category_review,unknown,external_evidence_required,,category and title evidence do not support a safe batch suggestion,1,Atlanta_GA_L,Medhanie Berhane,,,,,eligibility_review_block:a6f1f36cba13bcc3,eligibility_group:1a7fe0b72a158684,singleton_profile,,0,0,1,0,0,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Medical Center,needs_category_review,manual_review,external_evidence_required,,category and title evidence do not support a safe batch suggestion,1,NYC_NY_L,Children's Aid: Bronx Health Center,,,,,eligibility_review_block:a84adfff126af993,eligibility_group:b070ffeb7e138d00,singleton_profile,,0,0,0,0,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Medical clinic,needs_category_review,manual_review,focused_title_evidence,exclude_non_dentist_category,non-dental title signal with no configured final category rule,1,NYC_NY_L,Jerome Pediatric PC,,,,,eligibility_review_block:a9109d429b612dc8,eligibility_group:525c831a331b438e,singleton_profile,,0,1,0,0,0,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Registered general nurse,needs_category_review,unknown,external_evidence_required,,category and title evidence do not support a safe batch suggestion,1,Macon_GA_M,First Choice Primary Care: Rountree Rhonda MD,,,,,eligibility_review_block:a9e4d4d3b293fb70,eligibility_group:97f57507e4664de1,singleton_profile,,0,0,1,0,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Medical clinic|Pediatrician,needs_category_review,exclude|manual_review,focused_title_evidence,exclude_non_dentist_category,non-dental title signal with no configured final category rule,1,Augusta_GA_L,Christ Community Health Medical District,,,,,eligibility_review_block:a9e8972f275100e2,eligibility_group:8599b6d2aadfa0b5,singleton_profile,,0,1,0,0,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Pain management physician,needs_category_review,unknown,focused_title_evidence,include_dental_provider,dental title signal with no configured include category,1,NYC_NY_L,"Dr. Nojan Bakhtiari, DDS - TMJ & Orofacial Pain Specialist",,,,,eligibility_review_block:ab29e110795cd344,eligibility_group:e2269ede4de1d3e3,singleton_profile,,1,0,1,0,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Dental school,needs_category_review,unknown,focused_category_evidence,exclude_non_dentist_category,unconfigured category identifies an auxiliary or non-provider business,1,SanFrancisco_CA_L,TCP Implant Courses & Live Implant Training,,,,,eligibility_review_block:abe2063b44fdfba5,eligibility_group:03aabea56f3fd971,singleton_profile,,0,1,1,1,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Sleep clinic,needs_category_review,unknown,focused_title_evidence,include_dental_provider,dental title signal with no configured include category,1,NYC_NY_L,Integrative Dental Wellness and Airway Health at Central Park South,,,,,eligibility_review_block:ac5c437220e7e65e,eligibility_group:d16e42946397b3ed,singleton_profile,,1,0,1,0,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Medical clinic,needs_category_review,manual_review,external_evidence_required,,category and title evidence do not support a safe batch suggestion,5,NYC_NY_L,Family Health Center of Harlem || Stevenson Family Health Center || The Institute for Family Health at Westchester Square (Open for telehealth) || Urban Horizons Family Health Center || Walton Family Health Center,,,,,eligibility_review_block:ae7b1b62a31a0ab5,eligibility_group:504917ff371eb69d,shared_domain_within_category_group,www.institute.org,0,0,0,0,5,5,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Dental school,needs_category_review,unknown,focused_category_evidence,exclude_non_dentist_category,unconfigured category identifies an auxiliary or non-provider business,1,LA_CA_L,Global Dental Implant Academy,,,,,eligibility_review_block:afd685c8235aa47a,eligibility_group:03aabea56f3fd971,singleton_profile,,1,1,1,1,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Denture care center,needs_category_review,unknown,external_evidence_required,,category and title evidence do not support a safe batch suggestion,1,LA_CA_L,Best Choice Denture Implants and Repair,,,,,eligibility_review_block:b07f6a619e55d6f2,eligibility_group:fe4a0b2a99a6e2f0,singleton_profile,,0,0,1,0,0,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Government office,needs_category_review,unknown,external_evidence_required,,category and title evidence do not support a safe batch suggestion,1,Eureka_CA_S,Partnership Healthplan Of California,,,,,eligibility_review_block:b239fe801ce6031c,eligibility_group:80bfcb676b0ff00e,singleton_profile,,0,0,1,0,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Alternative medicine practitioner,needs_category_review,unknown,external_evidence_required,,category and title evidence do not support a safe batch suggestion,1,LA_CA_L,Millennium Health Group,,,,,eligibility_review_block:b258b5e8e399eb66,eligibility_group:b5ae80e5ad7cea6d,singleton_profile,,0,0,1,0,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Medical clinic,needs_category_review,manual_review,focused_title_evidence,include_dental_provider,dental title signal with no configured include category,1,LA_CA_L,DENTAL CLINIC LLC,,,,,eligibility_review_block:b29367ba7e998ead,eligibility_group:3a576676bc82902a,singleton_profile,,1,0,0,0,0,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Dental clinic|Dental school,automatic_include|needs_category_review,include|unknown,focused_category_conflict,include_dental_provider,at least one observed category has a frozen include rule,1,Buffalo_NY_L,UB School of Dental Medicine / UB Dental,,,,,eligibility_review_block:b2c637f293518509,eligibility_group:94aed6377fd0b11e,singleton_profile,,1,1,1,1,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Rehabilitation center,needs_category_review,unknown,external_evidence_required,,category and title evidence do not support a safe batch suggestion,1,NYC_NY_L,Aquatic Rehabilitation Center,,,,,eligibility_review_block:b3fc68bf30ec615c,eligibility_group:6b0bfdb18f3e8f3d,singleton_profile,,0,0,1,0,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Medical clinic,needs_category_review,manual_review,focused_title_evidence,exclude_non_dentist_category,non-dental title signal with no configured final category rule,1,LA_CA_L,Vistasol Medical Group,,,,,eligibility_review_block:b4f8025fc6a35ed4,eligibility_group:525c831a331b438e,singleton_profile,,0,1,0,0,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Medical clinic,needs_category_review,manual_review,external_evidence_required,,category and title evidence do not support a safe batch suggestion,1,LA_CA_L,TC Clinic,,,,,eligibility_review_block:b5017a9567967f01,eligibility_group:504917ff371eb69d,singleton_profile,,0,0,0,0,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Medical Center,needs_category_review,manual_review,external_evidence_required,,category and title evidence do not support a safe batch suggestion,1,Atlanta_GA_L,"The Family Health Centers of Georgia, Inc.",,,,,eligibility_review_block:b681ad3d6e3d5fcc,eligibility_group:b070ffeb7e138d00,singleton_profile,,0,0,0,0,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Chiropractor,needs_category_review,unknown,external_evidence_required,,category and title evidence do not support a safe batch suggestion,1,LA_CA_L,AmeriplanUsa,,,,,eligibility_review_block:b6a5c9b5a59d6464,eligibility_group:dedfc745d89f2414,singleton_profile,,0,0,1,0,0,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Dentist|Medical clinic,automatic_include|needs_category_review,include|manual_review,focused_category_conflict,include_dental_provider,at least one observed category has a frozen include rule,1,SanFrancisco_CA_L,Mary Anne Baysac,,,,,eligibility_review_block:b6f348fa9d09c659,eligibility_group:9acced880530cd1b,singleton_profile,,0,0,0,0,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Dentist|Medical clinic,automatic_include|needs_category_review,include|manual_review,focused_category_conflict,include_dental_provider,at least one observed category has a frozen include rule,1,NYC_NY_L,DR. MICHAEL ZEMELMAN,,,,,eligibility_review_block:b7264adafcf3d21f,eligibility_group:9acced880530cd1b,singleton_profile,,0,0,0,0,0,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Medical clinic,needs_category_review,manual_review,external_evidence_required,,category and title evidence do not support a safe batch suggestion,1,LA_CA_L,Northeast Valley Health Corporation (San Fernando Health Center),,,,,eligibility_review_block:b7d7081bc212d943,eligibility_group:504917ff371eb69d,singleton_profile,,0,0,0,0,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Medical Center,needs_category_review,manual_review,external_evidence_required,,category and title evidence do not support a safe batch suggestion,2,NYC_NY_L,"Century Medical & Dental Center | Brooklyn, Gravesend || Century Medical & Dental Center | South Bronx",,,,,eligibility_review_block:b8163eeba9b28cea,eligibility_group:b070ffeb7e138d00,shared_domain_within_category_group,www.centurymedicaldental.com,2,2,0,0,2,2,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Community health center,needs_category_review,manual_review,external_evidence_required,,category and title evidence do not support a safe batch suggestion,1,NYC_NY_L,ODA Crown Heights,,,,,eligibility_review_block:b8ec56fa7baff676,eligibility_group:75eedbc19c8622b7,singleton_profile,,0,0,0,0,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Doctor,needs_category_review,manual_review,focused_title_evidence,include_dental_provider,dental title signal with no configured include category,1,NYC_NY_L,Madison Avenue Dentists,,,,,eligibility_review_block:b9b564346b84b623,eligibility_group:933ded2705f84074,singleton_profile,,1,0,0,0,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Sleep clinic,needs_category_review,unknown,external_evidence_required,,category and title evidence do not support a safe batch suggestion,1,Atlanta_GA_L,Sleep Better Georgia,,,,,eligibility_review_block:ba1d819abe5c7597,eligibility_group:d73fe04c4858867b,singleton_profile,,0,0,1,0,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Medical clinic,needs_category_review,manual_review,external_evidence_required,,category and title evidence do not support a safe batch suggestion,1,NYC_NY_L,El Nuevo San Juan Health Center- Urban Health Plan,,,,,eligibility_review_block:ba4933a300c220b8,eligibility_group:504917ff371eb69d,singleton_profile,,0,0,0,0,0,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Make-up artist,needs_category_review,unknown,external_evidence_required,,category and title evidence do not support a safe batch suggestion,1,Eureka_CA_S,Pure Makeup Studio & Med Spa,,,,,eligibility_review_block:bc1100121070e6f7,eligibility_group:951745147fdc1790,singleton_profile,,0,0,1,0,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Medical clinic,needs_category_review,manual_review,external_evidence_required,,category and title evidence do not support a safe batch suggestion,1,Atlanta_GA_L,"Whitefoord, Inc.",,,,,eligibility_review_block:bd420ca7392f1a01,eligibility_group:504917ff371eb69d,singleton_profile,,0,0,0,0,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Medical clinic,needs_category_review,manual_review,focused_title_evidence,exclude_non_dentist_category,non-dental title signal with no configured final category rule,1,NYC_NY_L,Boston Road Medical Center,,,,,eligibility_review_block:bd44795369dc7147,eligibility_group:525c831a331b438e,singleton_profile,,0,1,0,0,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Dental clinic|Medical clinic,automatic_include|needs_category_review,include|manual_review,focused_category_conflict,include_dental_provider,at least one observed category has a frozen include rule,1,SanFrancisco_CA_L,Equity Health (FKA: South of Market Health Center),,,,,eligibility_review_block:bd4ca35789e83ced,eligibility_group:b5100c3d9e0ccdcb,singleton_profile,,0,0,0,0,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Medical Center,needs_category_review,manual_review,external_evidence_required,,category and title evidence do not support a safe batch suggestion,1,Buffalo_NY_L,Oishei Healthy Kids,,,,,eligibility_review_block:bd676fb32d21ac53,eligibility_group:b070ffeb7e138d00,singleton_profile,,0,0,0,0,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Doctor,needs_category_review,manual_review,focused_title_evidence,include_dental_provider,dental title signal with no configured include category,1,SanFrancisco_CA_L,"Heena Gupta, DDS",,,,,eligibility_review_block:bf2a92ca141af285,eligibility_group:933ded2705f84074,singleton_profile,,1,0,0,0,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Home health care service,needs_category_review,unknown,external_evidence_required,,category and title evidence do not support a safe batch suggestion,1,NYC_NY_L,Aspire Health Solutions,,,,,eligibility_review_block:bfdd4f662893030a,eligibility_group:3fb50d6253134f7d,singleton_profile,,0,0,1,0,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Medical clinic,needs_category_review,manual_review,focused_title_evidence,exclude_non_dentist_category,non-dental title signal with no configured final category rule,1,LA_CA_L,CARE Center at Dignity Health - St. Mary Medical Center,,,,,eligibility_review_block:c01261a5019af94f,eligibility_group:525c831a331b438e,singleton_profile,,0,1,0,0,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Urologist,needs_category_review,unknown,external_evidence_required,,category and title evidence do not support a safe batch suggestion,1,LA_CA_L,Dr. Ruben Baghdassarian,,,,,eligibility_review_block:c013c3dc307ae282,eligibility_group:f78d395ec472858a,singleton_profile,,0,0,1,0,0,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Medical Center,needs_category_review,manual_review,external_evidence_required,,category and title evidence do not support a safe batch suggestion,1,NYC_NY_L,Morris Heights Health Center,,,,,eligibility_review_block:c09be474f1284d24,eligibility_group:b070ffeb7e138d00,singleton_profile,,0,0,0,0,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Physical therapist,needs_category_review,unknown,external_evidence_required,,category and title evidence do not support a safe batch suggestion,1,NYC_NY_L,Dr. Frank Lo,,,,,eligibility_review_block:c0f6f340fed7ebb3,eligibility_group:c40b38a9a09eff2c,singleton_profile,,0,0,1,0,0,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Art gallery,needs_category_review,unknown,external_evidence_required,,category and title evidence do not support a safe batch suggestion,1,NYC_NY_L,Art Investment Consultancy,,,,,eligibility_review_block:c0f721ea7ea7da6f,eligibility_group:2828f45881a41726,singleton_profile,,0,0,1,0,0,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Plastic surgery clinic,needs_category_review,unknown,external_evidence_required,,category and title evidence do not support a safe batch suggestion,1,Buffalo_NY_L,Aesthetic Associates Centre,,,,,eligibility_review_block:c252d9495898d037,eligibility_group:f4c429ee0eaa6a16,singleton_profile,,0,0,1,0,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
General practitioner,needs_category_review,unknown,focused_title_evidence,include_dental_provider,dental title signal with no configured include category,1,NYC_NY_L,Emergency Dentist,,,,,eligibility_review_block:c31b02133ecab026,eligibility_group:2897f4835d55a24e,singleton_profile,,1,0,1,0,0,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Optometrist,needs_category_review,unknown,external_evidence_required,,category and title evidence do not support a safe batch suggestion,1,FortBragg_CA_S,"Lynette Kline, OD",,,,,eligibility_review_block:c455c41a26e4db76,eligibility_group:608841ecf0b2db79,singleton_profile,,0,0,1,0,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Medical Center,needs_category_review,manual_review,external_evidence_required,,category and title evidence do not support a safe batch suggestion,1,Atlanta_GA_L,Southside Health Care Inc: Mills Anthony MD,,,,,eligibility_review_block:c45c0e23ada8fd09,eligibility_group:b070ffeb7e138d00,singleton_profile,,0,0,0,0,0,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Medical clinic,needs_category_review,manual_review,external_evidence_required,,category and title evidence do not support a safe batch suggestion,1,NYC_NY_L,Sterling Podiatric PC,,,,,eligibility_review_block:c4c3768b075529ec,eligibility_group:504917ff371eb69d,singleton_profile,,0,0,0,0,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Kennel,needs_category_review,unknown,external_evidence_required,,category and title evidence do not support a safe batch suggestion,1,LA_CA_L,K9 Loft,,,,,eligibility_review_block:c4e461a591802370,eligibility_group:1d59b7122da080e0,singleton_profile,,0,0,1,0,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Medical clinic,needs_category_review,manual_review,focused_title_evidence,exclude_non_dentist_category,non-dental title signal with no configured final category rule,2,LA_CA_L,Southern California Medical Center Woodland Hills || Southern California Medical Center | Pico Rivera,,,,,eligibility_review_block:c4ee899c8a91d97c,eligibility_group:525c831a331b438e,shared_domain_within_category_group,scmedcenter.org,0,2,0,0,2,2,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Veterinarian,needs_category_review,unknown,focused_category_evidence,exclude_non_dentist_category,unconfigured category identifies an auxiliary or non-provider business,1,LA_CA_L,VetCheck Animal Hospital,,,,,eligibility_review_block:c4f57e52569f91b6,eligibility_group:33340ba2db18c2ad,singleton_profile,,0,1,1,1,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Internist,needs_category_review,unknown,external_evidence_required,,category and title evidence do not support a safe batch suggestion,1,NYC_NY_L,"Deborah M. Swiderski, MD",,,,,eligibility_review_block:c63ebf933de2b9bd,eligibility_group:190ff23a6596779d,singleton_profile,,0,0,1,0,0,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Medical clinic,needs_category_review,manual_review,external_evidence_required,,category and title evidence do not support a safe batch suggestion,1,Atlanta_GA_L,Whitefoord Health Center,,,,,eligibility_review_block:c64197d1b4ae0c54,eligibility_group:504917ff371eb69d,singleton_profile,,0,0,0,0,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Health insurance agency,needs_category_review,unknown,focused_category_evidence,exclude_non_dentist_category,unconfigured category identifies an auxiliary or non-provider business,1,Buffalo_NY_L,Molina Healthcare of New York - Buffalo Enrollment Office,,,,,eligibility_review_block:c743e3ab4c4449a7,eligibility_group:038e10c5e6f8567c,singleton_profile,,0,0,1,1,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Medical clinic,needs_category_review,manual_review,external_evidence_required,,category and title evidence do not support a safe batch suggestion,1,SanFrancisco_CA_L,Lyon-Martin Community Health Services,,,,,eligibility_review_block:c85be1a121dd115f,eligibility_group:504917ff371eb69d,singleton_profile,,0,0,0,0,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Public health department,needs_category_review,unknown,external_evidence_required,,category and title evidence do not support a safe batch suggestion,1,Augusta_GA_L,Richmond County Health Department,,,,,eligibility_review_block:c8cdf20390081417,eligibility_group:cc959e46f76b4a21,singleton_profile,,0,0,1,0,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Medical clinic,needs_category_review,manual_review,external_evidence_required,,category and title evidence do not support a safe batch suggestion,1,NYC_NY_L,Advanced Medical & Dental,,,,,eligibility_review_block:c970ac4ff488624c,eligibility_group:504917ff371eb69d,singleton_profile,,1,1,0,0,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Cancer treatment center,needs_category_review,unknown,external_evidence_required,,category and title evidence do not support a safe batch suggestion,1,Augusta_GA_L,TMJ Associates,,,,,eligibility_review_block:c9b86f0155b41261,eligibility_group:58feeb0c4d85c099,singleton_profile,,0,0,1,0,0,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Denture care center,needs_category_review,unknown,focused_title_evidence,include_dental_provider,dental title signal with no configured include category,1,LA_CA_L,"Erin Lobo Marwah, DDS",,,,,eligibility_review_block:cb221761531f155b,eligibility_group:e2e1c692637d4bf7,singleton_profile,,1,0,1,0,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Plastic surgeon,needs_category_review,unknown,external_evidence_required,,category and title evidence do not support a safe batch suggestion,1,LA_CA_L,"Mark M. Urata, MD",,,,,eligibility_review_block:cb98f9a6be846e47,eligibility_group:ad9d7cea6cadeae3,singleton_profile,,0,0,1,0,0,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Oral surgeon|Surgical center,automatic_include|needs_category_review,include|manual_review,focused_category_conflict,include_dental_provider,at least one observed category has a frozen include rule,1,NYC_NY_L,Grand Central Oral & Maxillofacial Surgery,,,,,eligibility_review_block:ccafaabf96ae42ae,eligibility_group:5d66d5a72d6afc63,singleton_profile,,1,0,0,0,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Dental school,needs_category_review,unknown,focused_category_evidence,exclude_non_dentist_category,unconfigured category identifies an auxiliary or non-provider business,1,Buffalo_NY_L,State University of New York at Buffalo School of Dental Medicine,,,,,eligibility_review_block:cd2be9a94aafdc5a,eligibility_group:03aabea56f3fd971,singleton_profile,,1,1,1,1,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Medical clinic,needs_category_review,manual_review,external_evidence_required,,category and title evidence do not support a safe batch suggestion,1,LA_CA_L,El Proyecto Del Barrio,,,,,eligibility_review_block:ce7d7c93692c2989,eligibility_group:504917ff371eb69d,singleton_profile,,0,0,0,0,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Medical clinic,needs_category_review,manual_review,external_evidence_required,,category and title evidence do not support a safe batch suggestion,1,NYC_NY_L,Health Science Center At Brooklyn,,,,,eligibility_review_block:cebc96216fba861c,eligibility_group:504917ff371eb69d,singleton_profile,,0,0,0,0,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Medical clinic,needs_category_review,manual_review,external_evidence_required,,category and title evidence do not support a safe batch suggestion,1,NYC_NY_L,"Century Medical & Dental Center | Brooklyn, Downtown",,,,,eligibility_review_block:cec2152add9f9036,eligibility_group:504917ff371eb69d,singleton_profile,,1,1,0,0,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Dentist|Medical clinic,automatic_include|needs_category_review,include|manual_review,focused_category_conflict,include_dental_provider,at least one observed category has a frozen include rule,1,Vidalia_GA_S,East Georgia Healthcare Center,,,,,eligibility_review_block:ced54dabb17f4994,eligibility_group:9acced880530cd1b,singleton_profile,,0,0,0,0,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Sleep clinic,needs_category_review,unknown,external_evidence_required,,category and title evidence do not support a safe batch suggestion,1,LA_CA_L,Sleep Apnea Sherman Oaks,,,,,eligibility_review_block:ced90942ddaf0cf2,eligibility_group:d73fe04c4858867b,singleton_profile,,0,0,1,0,0,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
Public health department,needs_category_review,unknown,external_evidence_required,,category and title evidence do not support a safe batch suggestion,1,Eureka_CA_S,United Indian Health Services - Downtown Eureka,,,,,eligibility_review_block:d016dd076e909cca,eligibility_group:cc959e46f76b4a21,singleton_profile,,0,0,1,0,1,1,0,individual_review|exclude_non_dentist_category|include_dental_provider,
